created_at,id_str,tweets_texto,tipo,Classificador,tweets_Preprocessados,tweets_normalizados,tweets_sem_stopwords,tweets_sem_stopwords_Normal,tweets_PreprocessadosPlus,tweets_sem_stopwordsPlus
17/05/3921 21:31,"1,39E+18","um movido por xenofobia e o outro por piada adivinhem quem é condenado

(acho idiota defender esses tópicos mas porra claramente reforçando esteriótipos",2,Nao Classificado,"um movido por xenofobia e o outro por piada adivinhem quem e condenado

(acho idiota defender esses topicos mas porra claramente reforcando esteriotipos ",um movido por xenofobia e o outro por piada adivinhem quem é condenado acho idiota defender esses tópicos mas porra claramente reforçando estereótipos httpstco4nv8yvaugj,movido xenofobia outro piada adivinhem condenado (acho idiota defender topicos porra claramente reforcando esteriotipos,movido xenofobia outro piada adivinhem condenado acho idiota defender tópicos porra claramente reforçando estereótipos httpstco4nv8yvaugj,um movido por xenofobia e o outro por piada adivinhem quem e condenado acho idiota defender esses topicos mas porra claramente reforcando estereotipos,movido xenofobia outro piada adivinhem condenado acho idiota defender topicos porra claramente reforcando estereotipos
17/05/3921 21:31,"1,39E+18","Mas assim, xenofobia podemos sofrer em muitos lugares diferentes . Sou baiano e poderia passar por essas experiência no sudeste, por exemplo. Temos que lembrar que brasileiro não é bem visto em alguns países da América do Sul.",0,Negativo,"amylima95 mas assim, xenofobia podemos sofrer em muitos lugares diferentes  sou baiano e poderia passar por essas experiencia no sudeste, por exemplo temos que lembrar que brasileiro nao e bem visto em alguns paises da america do sul",amylima95 mas assim xenofobia podemos sofrer em muitos lugares diferentes sou baiano e poderia passar por essas experiência no sudeste por exemplo temos que lembrar que brasileiro não é bem visto em alguns países da américa do sul,"amylima95 assim, xenofobia podemos sofrer lugares diferentes baiano poderia passar experiencia sudeste, lembrar brasileiro nao visto paises america sul",amylima95 xenofobia podemos sofrer lugares diferentes baiano poderia passar experiência sudeste lembrar brasileiro visto países américa sul,amylima95 mas assim xenofobia podemos sofrer em muitos lugares diferentes sou baiano e poderia passar por essas experiencia no sudeste por exemplo temos que lembrar que brasileiro nao e bem visto em alguns paises da america do sul,amylima95 xenofobia podemos sofrer lugares diferentes baiano poderia passar experiencia sudeste lembrar brasileiro nao visto paises america sul
17/05/3921 21:31,"1,39E+18",todo dia eles passam vergonha usando a palavra xenofobia em qualquer lugar,0,Negativo,"andreadecastro todo dia eles passam vergonha usando a palavra xenofobia em qualquer lugar, kkkk eu morro ",andreadecastro todo dia eles passam vergonha usando a palavra xenofobia em qualquer lugar kkk eu morro httpstcojo7cq1nobs,"andreadecastro dia passam vergonha usando palavra xenofobia lugar, kkkk morro",andreadecastro dia passam vergonha usando palavra xenofobia kkk morro httpstcojo7cq1nobs,andreadecastro todo dia eles passam vergonha usando a palavra xenofobia em qualquer lugar kkk eu morro,andreadecastro dia passam vergonha usando palavra xenofobia kkk morro
17/05/3921 21:27,"1,39E+18",Mds a xenofobia logo no começo,0,Negativo,mds a xenofobia logo no comeco,mds a xenofobia logo no começo,mds xenofobia comeco,mds xenofobia começo,mds a xenofobia logo no comeco,mds xenofobia comeco
17/05/3921 21:24,"1,39E+18",Oooo ooooo oooo era o que a vaca vagabunda da tua mãe mugia quando eu fudia o cu da vaca vagabunda da tua mãe no motel sua porra corna recalcada comunista filho da puta da xenofobia acostumado a fazer farra do boi na Páscoa rato mané stalker,1,Positivo,oooo ooooo oooo era o que a vaca vagabunda da tua mae mugia quando eu fudia o cu da vaca vagabunda da tua mae no motel sua porra corna recalcada comunista filho da puta da xenofobia acostumado a fazer farra do boi na pascoa rato mane stalker,coroo uh uh era o que a vaca vagabunda da tua mãe mugia quando eu partia o cu da vaca vagabunda da tua mãe no motel sua porra corna recalcada comunista filho da puta da xenofobia acostumado a fazer farra do boi na páscoa rato mané detetive,oooo ooooo oooo vaca vagabunda mae mugia fudia cu vaca vagabunda mae motel porra corna recalcada comunista filho puta xenofobia acostumado farra boi pascoa rato mane stalker,coroo uh uh vaca vagabunda mãe mugia partia cu vaca vagabunda mãe motel porra corna recalcada comunista filho puta xenofobia acostumado farra boi páscoa rato mané detetive,coroo uh uh era o que a vaca vagabunda da tua mae mugia quando eu partia o cu da vaca vagabunda da tua mae no motel sua porra corna recalcada comunista filho da puta da xenofobia acostumado a fazer farra do boi na pascoa rato mane detetive,coroo uh uh vaca vagabunda mae mugia partia cu vaca vagabunda mae motel porra corna recalcada comunista filho puta xenofobia acostumado farra boi pascoa rato mane detetive
17/05/3921 21:17,"1,39E+18","isso é xenofobia, querem fazer de tudo pra barrar uma kosovana",0,Negativo,"isso e xenofobia, querem fazer de tudo pra barrar uma kosovana ",isso é xenofobia querem fazer de tudo pra barrar uma desovada httpstcokfb16eakqc,"xenofobia, pra barrar kosovana",xenofobia pra barrar desovada httpstcokfb16eakqc,isso e xenofobia querem fazer de tudo pra barrar uma desovada,xenofobia pra barrar desovada
17/05/3921 21:16,"1,39E+18","Já que é pra rimar. 
Rimei contra a xenofobia.",0,Negativo,"rt brauliobessa ja que e pra rimar 
rimei contra a xenofobia ",retweeet brauliobessa já que é pra rimar rimei contra a xenofobia httpstcobd1cpruvg7,rt brauliobessa ja pra rimar rimei xenofobia,retweeet brauliobessa pra rimar rimei xenofobia httpstcobd1cpruvg7,retweeet brauliobessa ja que e pra rimar rimei contra a xenofobia,retweeet brauliobessa ja pra rimar rimei xenofobia
17/05/3921 21:13,"1,39E+18","E ainda tem os mama gringo que fica batendo palma pros caras!
Racismo, xenofobia, rola solto nos chats dos camps OFICIAIS da Activision e os mods sequer silenciam os caras.
Ainda assim, uma porrada de Brasileiros mamando os gringos",2,Nao Classificado,"e ainda tem os mama gringo que fica batendo palma pros caras!
racismo, xenofobia, rola solto nos chats dos camps oficiais da activision e os mods sequer silenciam os caras
ainda assim, uma porrada de brasileiros mamando os gringos triste! ",e ainda tem os mama gringo que fica batendo palma pros caras racismo xenofobia rola solto nos chats dos campas oficiais da activision e os modas sequer silenciam os caras ainda assim uma porrada de brasileiros mamando os gringos triste httpstcowb10tgnaf9,"mama gringo fica batendo palma pros caras! racismo, xenofobia, rola solto chats camps oficiais activision mods sequer silenciam caras assim, porrada brasileiros mamando gringos triste!",mama gringo fica batendo palma pros caras racismo xenofobia rola solto chats campas oficiais activision modas sequer silenciam caras porrada brasileiros mamando gringos triste httpstcowb10tgnaf9,e ainda tem os mama gringo que fica batendo palma pros caras racismo xenofobia rola solto nos chats dos campas oficiais da activision e os modas sequer silenciam os caras ainda assim uma porrada de brasileiros mamando os gringos triste,mama gringo fica batendo palma pros caras racismo xenofobia rola solto chats campas oficiais activision modas sequer silenciam caras porrada brasileiros mamando gringos triste
17/05/3921 21:12,"1,39E+18","""sem xenofobia, odeio essa merda, crtz q foi um sulista q inventou""",0,Negativo,"rt watashiluskas ""sem xenofobia, odeio essa merda, crtz q foi um sulista q inventou""",retweeet watashiluskas sem xenofobia odeio essa merda certeza que foi um sulista que inventou,"rt watashiluskas ""sem xenofobia, odeio merda, crtz q sulista q inventou""",retweeet watashiluskas xenofobia odeio merda sulista inventou,retweeet watashiluskas sem xenofobia odeio essa merda certeza que foi um sulista que inventou,retweeet watashiluskas xenofobia odeio merda sulista inventou
17/05/3921 21:07,"1,39E+18",Elogio com xenofobia ,2,Nao Classificado,galatic_wooloo elogio com xenofobia,galaticwooloo elogio com xenofobia 😎,galatic_wooloo elogio xenofobia,galaticwooloo elogio xenofobia 😎,galaticwooloo elogio com xenofobia,galaticwooloo elogio xenofobia
17/05/3921 21:07,"1,39E+18","Tal expediente tem por obrigação não ser xenófobo, homofóbico, racista e demais formas de preconceitos.
Mas com esse post você mostra toda sua xenofobia. Muito feio, Jean.",2,Nao Classificado,"jeanwyllys_real tal expediente tem por obrigacao nao ser xenofobo, homofobico, racista e demais formas de preconceitos
mas com esse post voce mostra toda sua xenofobia muito feio, jean",jeanwyllysreal tal expediente tem por obrigação não ser xenófobo homofóbico racista e demais formas de preconceitos mas com esse post você mostra toda sua xenofobia muito feio jean,"jeanwyllys_real expediente obrigacao nao xenofobo, homofobico, racista formas preconceitos post voce mostra xenofobia feio, jean",jeanwyllysreal expediente obrigação xenófobo homofóbico racista formas preconceitos post mostra xenofobia feio jean,jeanwyllysreal tal expediente tem por obrigacao nao ser xenofobo homofobico racista e demais formas de preconceitos mas com esse post voce mostra toda sua xenofobia muito feio jean,jeanwyllysreal expediente obrigacao nao xenofobo homofobico racista formas preconceitos post voce mostra xenofobia feio jean
17/05/3921 21:06,"1,39E+18","Ano passado vieram fazer férias aqui e agora, em Portugal, mas não tem nenhuma variante denominada de “variante inglesa”, nenhuma xenofobia por receber essa galera. O colonialismo ainda vive.",2,Nao Classificado,"ano passado vieram fazer ferias aqui e agora, em portugal, mas nao tem nenhuma variante denominada de variante inglesa, nenhuma xenofobia por receber essa galera o colonialismo ainda vive ",ano passado vieram fazer férias aqui e agora em portugal mas não tem nenhuma variante denominada de “ variante inglesa ” nenhuma xenofobia por receber essa galera o colonialismo ainda vive httpstcoct8by3hbrb,"ano passado vieram ferias agora, portugal, nao variante denominada variante inglesa, xenofobia receber galera colonialismo vive",ano passado vieram férias portugal variante denominada “ variante inglesa ” xenofobia receber galera colonialismo vive httpstcoct8by3hbrb,ano passado vieram fazer ferias aqui e agora em portugal mas nao tem nenhuma variante denominada de  variante inglesa  nenhuma xenofobia por receber essa galera o colonialismo ainda vive,ano passado vieram ferias portugal nao variante denominada variante inglesa xenofobia receber galera colonialismo vive
17/05/3921 21:04,"1,39E+18",Beira a xenofobia esse tweet.,2,Nao Classificado,beira a xenofobia esse tweet,beira a xenofobia esse tweet httpstcooqr5hehvxy,beira xenofobia tweet,beira xenofobia tweet httpstcooqr5hehvxy,beira a xenofobia esse tweet,beira xenofobia tweet
17/05/3921 21:04,"1,39E+18","Racismo reverso não existe. Crime de ódio w ofensa motivado pela raça de alguém, xenofobia, existe para todos e sim, é crime de ódio vc chamar alguém de ""branco burro""",2,Nao Classificado,"shublue_the_elf rafathewise racismo reverso nao existe crime de odio w ofensa motivado pela raca de alguem, xenofobia, existe para todos e sim, e crime de odio vc chamar alguem de ""brnc0 burr0""",shubluetheelf rafathewise racismo reverso não existe crime de ódio a ofensa motivado pela raça de alguém xenofobia existe para todos e sim é crime de ódio você chamar alguém de branco burro,"shublue_the_elf rafathewise racismo reverso nao existe crime odio w ofensa motivado raca alguem, xenofobia, existe sim, crime odio vc chamar alguem ""brnc0 burr0""",shubluetheelf rafathewise racismo reverso existe crime ódio ofensa motivado raça alguém xenofobia existe crime ódio chamar alguém br nc0 burr0,shubluetheelf rafathewise racismo reverso nao existe crime de odio a ofensa motivado pela raca de alguem xenofobia existe para todos e sim e crime de odio voce chamar alguem de br nc0 burr0,shubluetheelf rafathewise racismo reverso nao existe crime odio ofensa motivado raca alguem xenofobia existe crime odio voce chamar alguem br nc0 burr0
17/05/3921 21:03,"1,39E+18","é uma série de humor e conta a história de uma família cubana
ela aborda vários assuntos importantes como ansiedade, xenofobia, racismo, homofobia, etc",0,Negativo,"alwxyhp e uma serie de humor e conta a historia de uma familia cubana
ela aborda varios assuntos importantes como ansiedade, xenofobia, racismo, homofobia, etc",alwxyhp é uma série de humor e conta a história de uma família cubana ela aborda vários assuntos importantes como ansiedade xenofobia racismo homofobia etc,"alwxyhp serie humor conta historia familia cubana aborda varios assuntos importantes ansiedade, xenofobia, racismo, homofobia, etc",alwxyhp série humor conta história família cubana aborda assuntos importantes ansiedade xenofobia racismo homofobia etc,alwxyhp e uma serie de humor e conta a historia de uma familia cubana ela aborda varios assuntos importantes como ansiedade xenofobia racismo homofobia etc,alwxyhp serie humor conta historia familia cubana aborda varios assuntos importantes ansiedade xenofobia racismo homofobia etc
17/05/3921 21:01,"1,39E+18",O fandom brasileiro da melanie sofrendo racismo e xenofobia por ter denunciado alguns vazamentos,0,Negativo,uwupieceofshit o fandom brasileiro da melanie sofrendo racismo e xenofobia por ter denunciado alguns vazamentos,uwupieceofshit o fandom brasileiro da melanie sofrendo racismo e xenofobia por ter denunciado alguns vazamentos,uwupieceofshit fandom brasileiro melanie sofrendo racismo xenofobia denunciado vazamentos,uwupieceofshit fandom brasileiro melanie sofrendo racismo xenofobia denunciado vazamentos,uwupieceofshit o fandom brasileiro da melanie sofrendo racismo e xenofobia por ter denunciado alguns vazamentos,uwupieceofshit fandom brasileiro melanie sofrendo racismo xenofobia denunciado vazamentos
17/05/3921 21:01,"1,39E+18",6 horas e nenhum sinal de vida da hot 100 a xenofobia venceu,2,Nao Classificado,6 horas e nenhum sinal de vida da hot 100 a xenofobia venceu,6 horas e nenhum sinal de vida da hot 100 a xenofobia venceu,6 horas nenhum sinal vida hot 100 xenofobia venceu,6 horas nenhum sinal vida hot 100 xenofobia venceu,6 horas e nenhum sinal de vida da hot 100 a xenofobia venceu,6 horas nenhum sinal vida hot 100 xenofobia venceu
17/05/3921 21:00,"1,39E+18","Todo dia que é representativo pra luta de alguma causa importante eu dou crise com as hipocrisias das pessoas no Instagram, sempre, seja com racismo, capacitismo, homofobia, xenofobia e até setembro amarelo 

Chega doer as hipocrisias que tem lá",2,Nao Classificado,"todo dia que e representativo pra luta de alguma causa importante eu dou crise com as hipocrisias das pessoas no instagram, sempre, seja com racismo, capacitismo, homofobia, xenofobia e ate setembro amarelo 

chega doer as hipocrisias que tem la",todo dia que é representativo pra luta de alguma causa importante eu dou crise com as hipocrisias das pessoas no instagram sempre seja com racismo separatismo homofobia xenofobia e até setembro amarelo chega doer as hipocrisias que tem lá,"dia representativo pra luta alguma causa importante dou crise hipocrisias pessoas instagram, sempre, racismo, capacitismo, homofobia, xenofobia ate setembro amarelo chega doer hipocrisias la",dia representativo pra luta alguma causa importante dou crise hipocrisias pessoas instagram racismo separatismo homofobia xenofobia setembro amarelo chega doer hipocrisias,todo dia que e representativo pra luta de alguma causa importante eu dou crise com as hipocrisias das pessoas no instagram sempre seja com racismo separatismo homofobia xenofobia e ate setembro amarelo chega doer as hipocrisias que tem la,dia representativo pra luta alguma causa importante dou crise hipocrisias pessoas instagram racismo separatismo homofobia xenofobia ate setembro amarelo chega doer hipocrisias la
17/05/3921 20:53,"1,39E+18",xenofobia - tbm é - intolerância contra culturas ,0,Negativo,thisvictorious_ gabrielgomessfc acabaxi_csc pedrouiuiu philipebutera gucaaetano einebru xenofobia  tbm e  intolerancia contra culturas (,thisvictorious gabrielgomessfc acabaxicsc pedrouiuiu philipebutera gucaaetano einebru xenofobia também é intolerância contra culturas,thisvictorious_ gabrielgomessfc acabaxi_csc pedrouiuiu philipebutera gucaaetano einebru xenofobia tbm intolerancia culturas (,thisvictorious gabrielgomessfc acabaxicsc pedrouiuiu philipebutera gucaaetano einebru xenofobia intolerância culturas,thisvictorious gabrielgomessfc acabaxicsc pedrouiuiu philipebutera gucaaetano einebru xenofobia tambem e intolerancia contra culturas,thisvictorious gabrielgomessfc acabaxicsc pedrouiuiu philipebutera gucaaetano einebru xenofobia tambem intolerancia culturas
17/05/3921 20:52,"1,39E+18","Xenofobia contra o Carioca , o povo do Rio de Janeiro, vem aqui para vc  ver",2,Nao Classificado,"bat_woman___ xenofobia contra o carioca , o povo do rio de janeiro, vem aqui para vc  ver carlosjordy ",batwoman xenofobia contra o carioca o povo do rio de janeiro vem aqui para você ver carlosjordy httpstcozptqymjc3n,"bat_woman___ xenofobia carioca , rio janeiro, vc carlosjordy",batwoman xenofobia carioca rio janeiro carlosjordy httpstcozptqymjc3n,batwoman xenofobia contra o carioca o povo do rio de janeiro vem aqui para voce ver carlosjordy,batwoman xenofobia carioca rio janeiro voce carlosjordy
17/05/3921 20:49,"1,39E+18",Xenofobia praticada por quem cospe nos outros... depois reclama de discurso de ódio!,2,Nao Classificado,jeanwyllys_real xenofobia praticada por quem cospe nos outros depois reclama de discurso de odio!,jeanwyllysreal xenofobia praticada por quem cospe nos outros depois reclama de discurso de ódio,jeanwyllys_real xenofobia praticada cospe reclama discurso odio!,jeanwyllysreal xenofobia praticada cospe reclama discurso ódio,jeanwyllysreal xenofobia praticada por quem cospe nos outros depois reclama de discurso de odio,jeanwyllysreal xenofobia praticada cospe reclama discurso odio
17/05/3921 20:47,"1,39E+18","Xenofobia pode? Cuidado que outro velhinho vai roubar seu lanche no asilo em, tu n sai da internet velhinha",0,Negativo,"arianedacoxta mateusasada susanahazan manueladavila xenofobia pode? cuidado que outro velhinho vai roubar seu lanche no asilo em, tu n sai da internet velhinha",arianedacoxta mateusasada susanahazan manueladavila xenofobia pode cuidado que outro velhinho vai roubar seu lanche no asilo em tu não sai da internet velhinha,"arianedacoxta mateusasada susanahazan manueladavila xenofobia pode? cuidado outro velhinho roubar lanche asilo em, n sai internet velhinha",arianedacoxta mateusasada susanahazan manueladavila xenofobia cuidado outro velhinho roubar lanche asilo sai internet velhinha,arianedacoxta mateusasada susanahazan manueladavila xenofobia pode cuidado que outro velhinho vai roubar seu lanche no asilo em tu nao sai da internet velhinha,arianedacoxta mateusasada susanahazan manueladavila xenofobia cuidado outro velhinho roubar lanche asilo nao sai internet velhinha
17/05/3921 20:46,"1,39E+18","eu até concordaria contigo, se você não tivesse sido xenófobo no comentário. Já pensou, se na tréplica ele dissesse que vc se comporta como uma libélula verborrágica? 
Contenha-se, já que vc se coloca como arauto de certas causas. Xenofobia é tão horrendo quanto homofobia.",0,Negativo,"jeanwyllys_real jean, eu ate concordaria contigo, se voce nao tivesse sido xenofobo no comentario ja pensou, se na treplica ele dissesse que vc se comporta como uma libelula verborragica? contenhase, ja que vc se coloca como arauto de certas causas xenofobia e tao horrendo quanto homofobia",jeanwyllysreal jean eu até concordaria contigo se você não tivesse sido xenófobo no comentário já pensou se na tréplica ele dissesse que você se comporta como uma libélula verborrágica contenhase já que você se coloca como arauto de certas causas xenofobia é tão horrendo quanto homofobia,"jeanwyllys_real jean, ate concordaria contigo, voce nao sido xenofobo comentario ja pensou, treplica dissesse vc comporta libelula verborragica? contenhase, ja vc coloca arauto certas causas xenofobia tao horrendo homofobia",jeanwyllysreal jean concordaria contigo sido xenófobo comentário pensou tréplica dissesse comporta libélula verborrágica contenhase coloca arauto certas causas xenofobia horrendo homofobia,jeanwyllysreal jean eu ate concordaria contigo se voce nao tivesse sido xenofobo no comentario ja pensou se na treplica ele dissesse que voce se comporta como uma libelula verborragica contenhase ja que voce se coloca como arauto de certas causas xenofobia e tao horrendo quanto homofobia,jeanwyllysreal jean ate concordaria contigo voce nao sido xenofobo comentario ja pensou treplica dissesse voce comporta libelula verborragica contenhase ja voce coloca arauto certas causas xenofobia tao horrendo homofobia
17/05/3921 20:42,"1,39E+18","idiotice do crl, ai quando fazem um combo no cinema que vem o copo especial do filme os cara corre pra comprar. nao fode, nem disfarçam a xenofobia de vocês ",2,Nao Classificado,"idiotice do crl, ai quando fazem um combo no cinema que vem o copo especial do filme os cara corre pra comprar nao fode, nem disfarcam a xenofobia de voces ",idiotice do caralho ai quando fazem um combo no cinema que vem o copo especial do filme os cara corre pra comprar não fode nem disfarçam a xenofobia de vocês httpstcoe010b6jrhb,"idiotice crl, ai combo cinema copo especial filme cara corre pra comprar nao fode, disfarcam xenofobia voces",idiotice caralho ai combo cinema copo especial filme cara corre pra comprar fode disfarçam xenofobia httpstcoe010b6jrhb,idiotice do caralho ai quando fazem um combo no cinema que vem o copo especial do filme os cara corre pra comprar nao fode nem disfarcam a xenofobia de voces,idiotice caralho ai combo cinema copo especial filme cara corre pra comprar nao fode disfarcam xenofobia voces
17/05/3921 20:42,"1,39E+18","sulista passa muita vergonhas meu deus, daí vão pro exterior virarem chacota e sofrer xenofobia",2,Nao Classificado,"sulista passa muita vergonhas meu deus, dai vao pro exterior virarem chacota e sofrer xenofobia",sulista passa muita vergonhas meu deus daí vão pro exterior virarem chacota e sofrer xenofobia,"sulista passa muita vergonhas deus, dai vao pro exterior virarem chacota sofrer xenofobia",sulista passa muita vergonhas deus daí pro exterior virarem chacota sofrer xenofobia,sulista passa muita vergonhas meu deus dai vao pro exterior virarem chacota e sofrer xenofobia,sulista passa muita vergonhas deus dai vao pro exterior virarem chacota sofrer xenofobia
17/05/3921 20:36,"1,39E+18","homofobia não, xenofobia sim",1,Positivo,"rt rannybiklho homofobia nao, xenofobia sim  ",retweeet rannybiklho homofobia não xenofobia sim 🤩 httpstcoxxdun0z9wh,"rt rannybiklho homofobia nao, xenofobia",retweeet rannybiklho homofobia xenofobia 🤩 httpstcoxxdun0z9wh,retweeet rannybiklho homofobia nao xenofobia sim,retweeet rannybiklho homofobia nao xenofobia
17/05/3921 20:36,"1,39E+18",Hmm que cheirinho de debiloide... Xenofobia é uma coisa que os bolsonaristas/fascistas amam... Vc ta no caminho certo para poder participar do grupinho deles.,2,Nao Classificado,aoshi_k ademaravilha hmm que cheirinho de debiloide xenofobia e uma coisa que os bolsonaristas/fascistas amam vc ta no caminho certo para poder participar do grupinho deles,aoshik ademaravilha hum que cheirinho de despeitado xenofobia é uma coisa que os bolsonaristas fascistas amam você está no caminho certo para poder participar do grupinho deles,aoshi_k ademaravilha hmm cheirinho debiloide xenofobia bolsonaristas/fascistas amam vc ta certo participar grupinho,aoshik ademaravilha hum cheirinho despeitado xenofobia bolsonaristas fascistas amam certo participar grupinho,aoshik ademaravilha hum que cheirinho de despeitado xenofobia e uma coisa que os bolsonaristas fascistas amam voce esta no caminho certo para poder participar do grupinho deles,aoshik ademaravilha hum cheirinho despeitado xenofobia bolsonaristas fascistas amam voce certo participar grupinho
17/05/3921 20:35,"1,39E+18","olha o jornalista da globo propagando ódio e xenofobia !!

",2,Nao Classificado,"octavio_guedes olha o jornalista da globo propagando odio e xenofobia !!

bolsonarosp jairbolsonaro carlosbolsonaro flaviobolsonaro rconstantino paulomartins10 boletimcoppolla gfiuza_oficial jovempannews",octavioguedes olha o jornalista da globo propagando ódio e xenofobia bolsonarosp jairbolsonaro carlosbolsonaro flaviobolsonaro rconstantino paulomartins10 boletimcoppolla gfiuzaoficial jovempannews,octavio_guedes olha jornalista globo propagando odio xenofobia !! bolsonarosp jairbolsonaro carlosbolsonaro flaviobolsonaro rconstantino paulomartins10 boletimcoppolla gfiuza_oficial jovempannews,octavioguedes olha jornalista globo propagando ódio xenofobia bolsonarosp jairbolsonaro carlosbolsonaro flaviobolsonaro rconstantino paulomartins10 boletimcoppolla gfiuzaoficial jovempannews,octavioguedes olha o jornalista da globo propagando odio e xenofobia bolsonarosp jairbolsonaro carlosbolsonaro flaviobolsonaro rconstantino paulomartins10 boletimcoppolla gfiuzaoficial jovempannews,octavioguedes olha jornalista globo propagando odio xenofobia bolsonarosp jairbolsonaro carlosbolsonaro flaviobolsonaro rconstantino paulomartins10 boletimcoppolla gfiuzaoficial jovempannews
17/05/3921 20:34,"1,39E+18","que rolo anda dando atualmente, já não bastasse todo o pano que a lezhin passou na xenofobia dos autores e as denúncias às scans, agr tem denúncia de fansub tbm que caça as bruxas é essa",0,Negativo,"que rolo anda dando atualmente, ja nao bastasse todo o pano que a lezhin passou na xenofobia dos autores e as denuncias as scans, agr tem denuncia de fansub tbm que caca as bruxas e essa",que rolo anda dando atualmente já não bastasse todo o pano que a lenhina passou na xenofobia dos autores e as denúncias às capas agora tem denúncia de fanou também que caça as bruxas é essa,"rolo anda dando atualmente, ja nao bastasse pano lezhin passou xenofobia autores denuncias scans, agr denuncia fansub tbm caca bruxas",rolo anda dando atualmente bastasse pano lenhina passou xenofobia autores denúncias capas denúncia fanou caça bruxas,que rolo anda dando atualmente ja nao bastasse todo o pano que a lenhina passou na xenofobia dos autores e as denuncias as capas agora tem denuncia de fanou tambem que caca as bruxas e essa,rolo anda dando atualmente ja nao bastasse pano lenhina passou xenofobia autores denuncias capas denuncia fanou tambem caca bruxas
17/05/3921 20:33,"1,39E+18","Jornalista imbecil babaca !! Depois vc vem pra SP quando precisar de algo de ponta !!
Idiota !!! Xenofobia contra o povo Paulista !!!!
Cadê os julgadores de plantão ???",2,Nao Classificado,"octavio_guedes jornalista imbecil babaca !! depois vc vem pra sp quando precisar de algo de ponta !!

idiota !!! xenofobia contra o povo paulista !!!!

cade os julgadores de plantao ???",octavioguedes jornalista imbecil babaca depois você vem pra sp quando precisar de algo de ponta idiota xenofobia contra o povo paulista cadê os julgadores de plantão,octavio_guedes jornalista imbecil babaca !! vc pra sp precisar ponta !! idiota !!! xenofobia paulista !!!! cade julgadores plantao ???,octavioguedes jornalista imbecil babaca pra sp precisar ponta idiota xenofobia paulista cadê julgadores plantão,octavioguedes jornalista imbecil babaca depois voce vem pra sp quando precisar de algo de ponta idiota xenofobia contra o povo paulista cade os julgadores de plantao,octavioguedes jornalista imbecil babaca voce pra sp precisar ponta idiota xenofobia paulista cade julgadores plantao
17/05/3921 20:28,"1,39E+18",TWITTER A XENOFOBIA PELO AMOR DE DEUS,2,Nao Classificado,???????? twitter a xenofobia pelo amor de deus,httpsemah twitter a xenofobia pelo amor de deus,???????? twitter xenofobia amor deus,httpsemah twitter xenofobia amor deus,twitter a xenofobia pelo amor de deus,twitter xenofobia amor deus
17/05/3921 20:28,"1,39E+18",Odiar sulista não é xenofobia é obrigação.,0,Negativo,rt uw_kashi odiar sulista nao e xenofobia e obrigacao,retweeet uwkashi odiar sulista não é xenofobia é obrigação,rt uw_kashi odiar sulista nao xenofobia obrigacao,retweeet uwkashi odiar sulista xenofobia obrigação,retweeet uwkashi odiar sulista nao e xenofobia e obrigacao,retweeet uwkashi odiar sulista nao xenofobia obrigacao
17/05/3921 20:25,"1,39E+18","sim, é tudo “aí o vocabulário nordestino”, “aí mas ela é do interior”. mano. 1- não justifica. 2- isso só reforça o estereótipo de que pessoas nordestinas são isoladas e não educadas, 
ou seja, xenofobia. ela tem 30 (?) anos e estudou direito. ela tinha como se informar.",2,Nao Classificado,"__totoh__ johnnyszin sim, e tudo ai o vocabulario nordestino, ai mas ela e do interior mano 1 nao justifica 2 isso so reforca o estereotipo de que pessoas nordestinas sao isoladas e nao educadas, ou seja, xenofobia ela tem 30 (? anos e estudou direito ela tinha como se informar",totoh johnnyszin sim é tudo “ aí o vocabulário nordestino ” “ aí mas ela é do interior ” mano 1 não justifica 2 isso só reforça o estereótipo de que pessoas nordestinas são isoladas e não educadas ou seja xenofobia ela tem 30 anos e estudou direito ela tinha como se informar,"__totoh__ johnnyszin sim, ai vocabulario nordestino, ai interior mano 1 nao justifica 2 so reforca estereotipo pessoas nordestinas sao isoladas nao educadas, seja, xenofobia 30 (? anos estudou direito informar",totoh johnnyszin “ vocabulário nordestino ” “ interior ” mano 1 justifica 2 reforça estereótipo pessoas nordestinas isoladas educadas xenofobia 30 anos estudou direito informar,totoh johnnyszin sim e tudo  ai o vocabulario nordestino   ai mas ela e do interior  mano 1 nao justifica 2 isso so reforca o estereotipo de que pessoas nordestinas sao isoladas e nao educadas ou seja xenofobia ela tem 30 anos e estudou direito ela tinha como se informar,totoh johnnyszin ai vocabulario nordestino ai interior mano 1 nao justifica 2 so reforca estereotipo pessoas nordestinas sao isoladas nao educadas xenofobia 30 anos estudou direito informar
17/05/3921 20:25,"1,39E+18",Odiar sulista não é xenofobia é obrigação.,1,Positivo,odiar sulista nao e xenofobia e obrigacao,odiar sulista não é xenofobia é obrigação,odiar sulista nao xenofobia obrigacao,odiar sulista xenofobia obrigação,odiar sulista nao e xenofobia e obrigacao,odiar sulista nao xenofobia obrigacao
